"x","y"
-0.013749,-0.0038654
 0.0048777,-0.0024338
 0.0098358, 0.066285
 0.016402, 0.28676
 0.02136, 0.45426
 0.026854, 0.61031
 0.031008, 0.70623
 0.037441, 0.81933
 0.044543, 0.89664
 0.054459, 0.95104
 0.068797, 0.9854
 0.081796, 0.99399
 0.09667, 0.99971
 0.10913, 0.99971
